rikishi1,odds1,rikishi2,odds2,ts
Tamawashi,1.5,Ura,2.59,2017-07-22 01:50:03
Aoiyama,1.55,Takekaze,2.45,2017-07-22 01:55:02
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 01:55:02
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 01:55:02
Daieisho,1.79,Takakeisho,2.03,2017-07-22 01:55:02
Hakuho,1.14,Goeido,5.7,2017-07-22 01:55:02
Harumafuji,1.44,Takayasu,2.79,2017-07-22 01:55:02
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 01:55:02
Ichinojo,1.79,Arawashi,2.03,2017-07-22 01:55:02
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 01:55:02
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 01:55:02
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 01:55:02
Nishikigi,1.9,Shohozan,1.9,2017-07-22 01:55:02
Onosho,2.19,Yoshikaze,1.68,2017-07-22 01:55:02
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 01:55:02
Shodai,1.57,Takanoiwa,2.4,2017-07-22 01:55:02
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 01:55:02
Tamawashi,1.5,Ura,2.59,2017-07-22 01:55:02
Aoiyama,1.55,Takekaze,2.45,2017-07-22 02:00:03
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 02:00:03
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 02:00:03
Daieisho,1.79,Takakeisho,2.03,2017-07-22 02:00:03
Hakuho,1.14,Goeido,5.7,2017-07-22 02:00:03
Harumafuji,1.44,Takayasu,2.79,2017-07-22 02:00:03
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 02:00:03
Ichinojo,1.79,Arawashi,2.03,2017-07-22 02:00:03
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 02:00:03
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 02:00:03
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 02:00:03
Nishikigi,1.9,Shohozan,1.9,2017-07-22 02:00:03
Onosho,2.19,Yoshikaze,1.68,2017-07-22 02:00:03
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 02:00:03
Shodai,1.57,Takanoiwa,2.4,2017-07-22 02:00:03
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 02:00:03
Tamawashi,1.5,Ura,2.59,2017-07-22 02:00:03
Aoiyama,1.55,Takekaze,2.45,2017-07-22 02:05:02
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 02:05:02
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 02:05:02
Daieisho,1.79,Takakeisho,2.03,2017-07-22 02:05:02
Hakuho,1.14,Goeido,5.7,2017-07-22 02:05:02
Harumafuji,1.44,Takayasu,2.79,2017-07-22 02:05:02
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 02:05:02
Ichinojo,1.79,Arawashi,2.03,2017-07-22 02:05:02
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 02:05:02
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 02:05:02
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 02:05:02
Nishikigi,1.9,Shohozan,1.9,2017-07-22 02:05:02
Onosho,2.19,Yoshikaze,1.68,2017-07-22 02:05:02
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 02:05:02
Shodai,1.57,Takanoiwa,2.4,2017-07-22 02:05:02
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 02:05:02
Tamawashi,1.5,Ura,2.59,2017-07-22 02:05:02
Aoiyama,1.55,Takekaze,2.45,2017-07-22 02:10:03
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 02:10:03
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 02:10:03
Daieisho,1.79,Takakeisho,2.03,2017-07-22 02:10:03
Hakuho,1.14,Goeido,5.7,2017-07-22 02:10:03
Harumafuji,1.44,Takayasu,2.79,2017-07-22 02:10:03
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 02:10:03
Ichinojo,1.79,Arawashi,2.03,2017-07-22 02:10:03
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 02:10:03
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 02:10:03
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 02:10:03
Nishikigi,1.9,Shohozan,1.9,2017-07-22 02:10:03
Onosho,2.19,Yoshikaze,1.68,2017-07-22 02:10:03
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 02:10:03
Shodai,1.57,Takanoiwa,2.4,2017-07-22 02:10:03
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 02:10:03
Tamawashi,1.5,Ura,2.59,2017-07-22 02:10:03
Aoiyama,1.55,Takekaze,2.45,2017-07-22 02:15:02
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 02:15:02
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 02:15:02
Daieisho,1.79,Takakeisho,2.03,2017-07-22 02:15:02
Hakuho,1.14,Goeido,5.7,2017-07-22 02:15:02
Harumafuji,1.44,Takayasu,2.79,2017-07-22 02:15:02
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 02:15:02
Ichinojo,1.79,Arawashi,2.03,2017-07-22 02:15:02
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 02:15:02
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 02:15:02
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 02:15:02
Nishikigi,1.9,Shohozan,1.9,2017-07-22 02:15:02
Onosho,2.19,Yoshikaze,1.68,2017-07-22 02:15:02
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 02:15:02
Shodai,1.57,Takanoiwa,2.4,2017-07-22 02:15:02
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 02:15:02
Tamawashi,1.5,Ura,2.59,2017-07-22 02:15:02
Aoiyama,1.55,Takekaze,2.45,2017-07-22 02:20:03
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 02:20:03
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 02:20:03
Daieisho,1.79,Takakeisho,2.03,2017-07-22 02:20:03
Hakuho,1.14,Goeido,5.7,2017-07-22 02:20:03
Harumafuji,1.44,Takayasu,2.79,2017-07-22 02:20:03
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 02:20:03
Ichinojo,1.79,Arawashi,2.03,2017-07-22 02:20:03
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 02:20:03
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 02:20:03
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 02:20:03
Nishikigi,1.9,Shohozan,1.9,2017-07-22 02:20:03
Onosho,2.19,Yoshikaze,1.68,2017-07-22 02:20:03
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 02:20:03
Shodai,1.57,Takanoiwa,2.4,2017-07-22 02:20:03
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 02:20:03
Tamawashi,1.5,Ura,2.59,2017-07-22 02:20:03
Aoiyama,1.55,Takekaze,2.45,2017-07-22 02:25:02
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 02:25:02
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 02:25:02
Daieisho,1.79,Takakeisho,2.03,2017-07-22 02:25:02
Hakuho,1.14,Goeido,5.7,2017-07-22 02:25:02
Harumafuji,1.44,Takayasu,2.79,2017-07-22 02:25:02
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 02:25:02
Ichinojo,1.79,Arawashi,2.03,2017-07-22 02:25:02
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 02:25:02
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 02:25:02
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 02:25:02
Nishikigi,1.9,Shohozan,1.9,2017-07-22 02:25:02
Onosho,2.19,Yoshikaze,1.68,2017-07-22 02:25:02
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 02:25:02
Shodai,1.57,Takanoiwa,2.4,2017-07-22 02:25:02
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 02:25:02
Tamawashi,1.5,Ura,2.59,2017-07-22 02:25:02
Aoiyama,1.55,Takekaze,2.45,2017-07-22 02:30:03
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 02:30:03
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 02:30:03
Daieisho,1.79,Takakeisho,2.03,2017-07-22 02:30:03
Hakuho,1.14,Goeido,5.7,2017-07-22 02:30:03
Harumafuji,1.44,Takayasu,2.79,2017-07-22 02:30:03
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 02:30:03
Ichinojo,1.79,Arawashi,2.03,2017-07-22 02:30:03
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 02:30:03
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 02:30:03
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 02:30:03
Nishikigi,1.9,Shohozan,1.9,2017-07-22 02:30:03
Onosho,2.19,Yoshikaze,1.68,2017-07-22 02:30:03
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 02:30:03
Shodai,1.57,Takanoiwa,2.4,2017-07-22 02:30:03
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 02:30:03
Tamawashi,1.5,Ura,2.59,2017-07-22 02:30:03
Aoiyama,1.55,Takekaze,2.45,2017-07-22 02:35:02
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 02:35:02
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 02:35:02
Daieisho,1.79,Takakeisho,2.03,2017-07-22 02:35:02
Hakuho,1.14,Goeido,5.7,2017-07-22 02:35:02
Harumafuji,1.44,Takayasu,2.79,2017-07-22 02:35:02
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 02:35:02
Ichinojo,1.79,Arawashi,2.03,2017-07-22 02:35:02
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 02:35:02
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 02:35:02
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 02:35:02
Nishikigi,1.9,Shohozan,1.9,2017-07-22 02:35:02
Onosho,2.19,Yoshikaze,1.68,2017-07-22 02:35:02
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 02:35:02
Shodai,1.57,Takanoiwa,2.4,2017-07-22 02:35:02
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 02:35:02
Tamawashi,1.5,Ura,2.59,2017-07-22 02:35:02
Aoiyama,1.55,Takekaze,2.45,2017-07-22 02:40:03
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 02:40:03
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 02:40:03
Daieisho,1.79,Takakeisho,2.03,2017-07-22 02:40:03
Hakuho,1.14,Goeido,5.7,2017-07-22 02:40:03
Harumafuji,1.44,Takayasu,2.79,2017-07-22 02:40:03
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 02:40:03
Ichinojo,1.79,Arawashi,2.03,2017-07-22 02:40:03
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 02:40:03
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 02:40:03
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 02:40:03
Nishikigi,1.9,Shohozan,1.9,2017-07-22 02:40:03
Onosho,2.19,Yoshikaze,1.68,2017-07-22 02:40:03
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 02:40:03
Shodai,1.57,Takanoiwa,2.4,2017-07-22 02:40:03
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 02:40:03
Tamawashi,1.5,Ura,2.59,2017-07-22 02:40:03
Aoiyama,1.55,Takekaze,2.45,2017-07-22 02:45:02
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 02:45:02
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 02:45:02
Daieisho,1.79,Takakeisho,2.03,2017-07-22 02:45:02
Hakuho,1.14,Goeido,5.7,2017-07-22 02:45:02
Harumafuji,1.44,Takayasu,2.79,2017-07-22 02:45:02
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 02:45:02
Ichinojo,1.79,Arawashi,2.03,2017-07-22 02:45:02
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 02:45:02
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 02:45:02
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 02:45:02
Nishikigi,1.9,Shohozan,1.9,2017-07-22 02:45:02
Onosho,2.19,Yoshikaze,1.68,2017-07-22 02:45:02
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 02:45:02
Shodai,1.57,Takanoiwa,2.4,2017-07-22 02:45:02
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 02:45:02
Tamawashi,1.5,Ura,2.59,2017-07-22 02:45:02
Aoiyama,1.55,Takekaze,2.45,2017-07-22 02:50:03
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 02:50:03
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 02:50:03
Daieisho,1.79,Takakeisho,2.03,2017-07-22 02:50:03
Hakuho,1.14,Goeido,5.7,2017-07-22 02:50:03
Harumafuji,1.44,Takayasu,2.79,2017-07-22 02:50:03
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 02:50:03
Ichinojo,1.79,Arawashi,2.03,2017-07-22 02:50:03
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 02:50:03
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 02:50:03
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 02:50:03
Nishikigi,1.9,Shohozan,1.9,2017-07-22 02:50:03
Onosho,2.19,Yoshikaze,1.68,2017-07-22 02:50:03
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 02:50:03
Shodai,1.57,Takanoiwa,2.4,2017-07-22 02:50:03
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 02:50:03
Tamawashi,1.5,Ura,2.59,2017-07-22 02:50:03
Aoiyama,1.55,Takekaze,2.45,2017-07-22 02:55:02
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 02:55:02
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 02:55:02
Daieisho,1.79,Takakeisho,2.03,2017-07-22 02:55:02
Hakuho,1.14,Goeido,5.7,2017-07-22 02:55:02
Harumafuji,1.44,Takayasu,2.79,2017-07-22 02:55:02
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 02:55:02
Ichinojo,1.79,Arawashi,2.03,2017-07-22 02:55:02
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 02:55:02
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 02:55:02
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 02:55:02
Nishikigi,1.9,Shohozan,1.9,2017-07-22 02:55:02
Onosho,2.19,Yoshikaze,1.68,2017-07-22 02:55:02
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 02:55:02
Shodai,1.57,Takanoiwa,2.4,2017-07-22 02:55:02
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 02:55:02
Tamawashi,1.5,Ura,2.59,2017-07-22 02:55:02
Aoiyama,1.47,Takekaze,2.69,2017-07-22 03:00:03
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 03:00:03
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 03:00:03
Daieisho,1.79,Takakeisho,2.03,2017-07-22 03:00:03
Hakuho,1.14,Goeido,5.7,2017-07-22 03:00:03
Harumafuji,1.43,Takayasu,2.83,2017-07-22 03:00:03
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 03:00:03
Ichinojo,1.79,Arawashi,2.03,2017-07-22 03:00:03
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 03:00:03
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 03:00:03
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 03:00:03
Nishikigi,1.9,Shohozan,1.9,2017-07-22 03:00:03
Onosho,2.19,Yoshikaze,1.68,2017-07-22 03:00:03
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 03:00:03
Shodai,1.57,Takanoiwa,2.4,2017-07-22 03:00:03
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 03:00:03
Tamawashi,1.5,Ura,2.59,2017-07-22 03:00:03
Aoiyama,1.47,Takekaze,2.69,2017-07-22 03:05:02
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 03:05:02
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 03:05:02
Daieisho,1.79,Takakeisho,2.03,2017-07-22 03:05:02
Hakuho,1.14,Goeido,5.7,2017-07-22 03:05:02
Harumafuji,1.43,Takayasu,2.83,2017-07-22 03:05:02
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 03:05:02
Ichinojo,1.79,Arawashi,2.03,2017-07-22 03:05:02
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 03:05:02
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 03:05:02
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 03:05:02
Nishikigi,1.9,Shohozan,1.9,2017-07-22 03:05:02
Onosho,2.19,Yoshikaze,1.68,2017-07-22 03:05:02
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 03:05:02
Shodai,1.57,Takanoiwa,2.4,2017-07-22 03:05:02
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 03:05:02
Tamawashi,1.5,Ura,2.59,2017-07-22 03:05:02
Aoiyama,1.47,Takekaze,2.69,2017-07-22 03:10:03
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 03:10:03
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 03:10:03
Daieisho,1.79,Takakeisho,2.03,2017-07-22 03:10:03
Hakuho,1.14,Goeido,5.7,2017-07-22 03:10:03
Harumafuji,1.43,Takayasu,2.83,2017-07-22 03:10:03
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 03:10:03
Ichinojo,1.79,Arawashi,2.03,2017-07-22 03:10:03
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 03:10:03
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 03:10:03
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 03:10:03
Nishikigi,1.9,Shohozan,1.9,2017-07-22 03:10:03
Onosho,2.19,Yoshikaze,1.68,2017-07-22 03:10:03
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 03:10:03
Shodai,1.57,Takanoiwa,2.4,2017-07-22 03:10:03
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 03:10:03
Tamawashi,1.5,Ura,2.59,2017-07-22 03:10:03
Aoiyama,1.47,Takekaze,2.69,2017-07-22 03:15:02
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 03:15:02
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 03:15:02
Daieisho,1.79,Takakeisho,2.03,2017-07-22 03:15:02
Hakuho,1.14,Goeido,5.7,2017-07-22 03:15:02
Harumafuji,1.43,Takayasu,2.83,2017-07-22 03:15:02
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 03:15:02
Ichinojo,1.79,Arawashi,2.03,2017-07-22 03:15:02
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 03:15:02
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 03:15:02
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 03:15:02
Nishikigi,1.9,Shohozan,1.9,2017-07-22 03:15:02
Onosho,2.19,Yoshikaze,1.68,2017-07-22 03:15:02
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 03:15:02
Shodai,1.57,Takanoiwa,2.4,2017-07-22 03:15:02
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 03:15:02
Tamawashi,1.5,Ura,2.59,2017-07-22 03:15:02
Aoiyama,1.47,Takekaze,2.69,2017-07-22 03:20:03
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 03:20:03
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 03:20:03
Daieisho,1.79,Takakeisho,2.03,2017-07-22 03:20:03
Hakuho,1.14,Goeido,5.7,2017-07-22 03:20:03
Harumafuji,1.43,Takayasu,2.83,2017-07-22 03:20:03
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 03:20:03
Ichinojo,1.79,Arawashi,2.03,2017-07-22 03:20:03
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 03:20:03
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 03:20:03
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 03:20:03
Nishikigi,1.9,Shohozan,1.9,2017-07-22 03:20:03
Onosho,2.19,Yoshikaze,1.68,2017-07-22 03:20:03
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 03:20:03
Shodai,1.57,Takanoiwa,2.4,2017-07-22 03:20:03
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 03:20:03
Tamawashi,1.5,Ura,2.59,2017-07-22 03:20:03
Aoiyama,1.47,Takekaze,2.69,2017-07-22 03:25:02
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 03:25:02
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 03:25:02
Daieisho,1.79,Takakeisho,2.03,2017-07-22 03:25:02
Hakuho,1.14,Goeido,5.7,2017-07-22 03:25:02
Harumafuji,1.43,Takayasu,2.83,2017-07-22 03:25:02
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 03:25:02
Ichinojo,1.79,Arawashi,2.03,2017-07-22 03:25:02
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 03:25:02
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 03:25:02
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 03:25:02
Nishikigi,1.9,Shohozan,1.9,2017-07-22 03:25:02
Onosho,2.19,Yoshikaze,1.68,2017-07-22 03:25:02
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 03:25:02
Shodai,1.57,Takanoiwa,2.4,2017-07-22 03:25:02
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 03:25:02
Tamawashi,1.5,Ura,2.59,2017-07-22 03:25:02
Aoiyama,1.47,Takekaze,2.69,2017-07-22 03:30:03
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 03:30:03
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 03:30:03
Daieisho,1.79,Takakeisho,2.03,2017-07-22 03:30:03
Hakuho,1.14,Goeido,5.7,2017-07-22 03:30:03
Harumafuji,1.43,Takayasu,2.83,2017-07-22 03:30:03
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 03:30:03
Ichinojo,1.79,Arawashi,2.03,2017-07-22 03:30:03
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 03:30:03
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 03:30:03
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 03:30:03
Nishikigi,1.9,Shohozan,1.9,2017-07-22 03:30:03
Onosho,2.19,Yoshikaze,1.68,2017-07-22 03:30:03
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 03:30:03
Shodai,1.57,Takanoiwa,2.4,2017-07-22 03:30:03
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 03:30:03
Tamawashi,1.5,Ura,2.59,2017-07-22 03:30:03
Aoiyama,1.47,Takekaze,2.69,2017-07-22 03:35:02
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 03:35:02
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 03:35:02
Daieisho,1.79,Takakeisho,2.03,2017-07-22 03:35:02
Hakuho,1.14,Goeido,5.7,2017-07-22 03:35:02
Harumafuji,1.43,Takayasu,2.83,2017-07-22 03:35:02
Hokutofuji,1.72,Ishiura,2.13,2017-07-22 03:35:02
Ichinojo,1.79,Arawashi,2.03,2017-07-22 03:35:02
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 03:35:02
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 03:35:02
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 03:35:02
Nishikigi,1.9,Shohozan,1.9,2017-07-22 03:35:02
Onosho,2.19,Yoshikaze,1.68,2017-07-22 03:35:02
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 03:35:02
Shodai,1.57,Takanoiwa,2.4,2017-07-22 03:35:02
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 03:35:02
Tamawashi,1.5,Ura,2.59,2017-07-22 03:35:02
Aoiyama,1.44,Takekaze,2.79,2017-07-22 03:40:03
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 03:40:03
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 03:40:03
Daieisho,1.79,Takakeisho,2.03,2017-07-22 03:40:03
Hakuho,1.14,Goeido,5.7,2017-07-22 03:40:03
Harumafuji,1.43,Takayasu,2.83,2017-07-22 03:40:03
Hokutofuji,1.71,Ishiura,2.14,2017-07-22 03:40:03
Ichinojo,1.79,Arawashi,2.03,2017-07-22 03:40:03
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 03:40:03
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 03:40:03
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 03:40:03
Nishikigi,1.9,Shohozan,1.9,2017-07-22 03:40:03
Onosho,2.24,Yoshikaze,1.65,2017-07-22 03:40:03
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 03:40:03
Shodai,1.57,Takanoiwa,2.4,2017-07-22 03:40:03
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 03:40:03
Tamawashi,1.5,Ura,2.59,2017-07-22 03:40:03
Aoiyama,1.44,Takekaze,2.79,2017-07-22 03:45:03
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 03:45:03
Chiyoshoma,1.56,Okinoumi,2.43,2017-07-22 03:45:03
Daieisho,1.79,Takakeisho,2.03,2017-07-22 03:45:03
Hakuho,1.14,Goeido,5.7,2017-07-22 03:45:03
Harumafuji,1.43,Takayasu,2.83,2017-07-22 03:45:03
Hokutofuji,1.71,Ishiura,2.14,2017-07-22 03:45:03
Ichinojo,1.79,Arawashi,2.03,2017-07-22 03:45:03
Ikioi,1.72727272727273,Tokushoryu,2.11,2017-07-22 03:45:03
Kagayaki,1.64,Chiyomaru,2.26,2017-07-22 03:45:03
Mitakeumi,1.64,Tochiozan,2.26,2017-07-22 03:45:03
Nishikigi,1.9,Shohozan,1.9,2017-07-22 03:45:03
Onosho,2.24,Yoshikaze,1.65,2017-07-22 03:45:03
Sadanoumi,1.9,Daishomaru,1.9,2017-07-22 03:45:03
Shodai,1.57,Takanoiwa,2.4,2017-07-22 03:45:03
Takarafuji,1.72,Chiyotairyu,2.13,2017-07-22 03:45:03
Tamawashi,1.5,Ura,2.59,2017-07-22 03:45:03
Aoiyama,1.44,Takekaze,2.79,2017-07-22 03:50:02
Chiyonokuni,1.77,Sokokurai,2.05,2017-07-22 03:50:02
Chiyoshoma,1.57,Okinoumi,2.4,2017-07-22 03:50:02
Daieisho,1.79,Takakeisho,2.03,2017-07-22 03:50:02
Hakuho,1.14,Goeido,5.7,2017-07-22 03:50:02
Harumafuji,1.43,Takayasu,2.83,2017-07-22 03:50:02
Hokutofuji,1.71,Ishiura,2.14,2017-07-22 03:50:02
